prompt_id,prompt_typing_order,length_class,condition,prompt_source,prompt_position,prompt_position_1based,char_j,prev_char_j,map_id_j,unicode_codepoint_j,unicode_name_j,script_family_j,char_class_j,layout_required_j,shift_required_j,preferred_for_prompt_demand_j,physical_key_id_j,distance_node_id_j,key_row_j,key_column_index_j,zone_proxy_j,hand_proxy_j,is_space_j,is_thai_script_j,is_english_script_j,is_punctuation_or_symbol_j,project_layout_preference_j,char_map_candidate_count_j,char_map_top_rule_candidate_count_j,char_map_ambiguous_j,char_map_rule_tied_j,char_map_resolution_note_j,char_map_resolved_with_fallback_j,prev_map_id_j,prev_unicode_codepoint_j,prev_unicode_name_j,prev_script_family_j,prev_char_class_j,prev_layout_required_j,prev_shift_required_j,prev_preferred_for_prompt_demand_j,prev_physical_key_id_j,prev_distance_node_id_j,prev_key_row_j,prev_key_column_index_j,prev_zone_proxy_j,prev_hand_proxy_j,prev_is_space_j,prev_is_thai_script_j,prev_is_english_script_j,prev_is_punctuation_or_symbol_j,prev_project_layout_preference_j,prev_char_map_candidate_count_j,prev_char_map_top_rule_candidate_count_j,prev_char_map_ambiguous_j,prev_char_map_rule_tied_j,prev_char_map_resolution_note_j,prev_char_map_resolved_with_fallback_j,distance_from_prev_correct_j,layout_switch_into_j,distance_from_prev_bin_j
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,15,16,ะ,ล,TH_KeyT_base,U+0E30,THAI CHARACTER SARA A,thai,thai_vowel_mark,TH,0.0,1.0,KeyT,KeyT,top,4.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_BracketRight_base,U+0E25,THAI CHARACTER LO LING,thai,thai_consonant,TH,0.0,1.0,BracketRight,BracketRight,top,11.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,7.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,16,17,ฉ,ะ,TH_KeyC_shift,U+0E09,THAI CHARACTER CHO CHING,thai,thai_consonant,TH,1.0,1.0,KeyC,KeyC,bottom,2.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyT_base,U+0E30,THAI CHARACTER SARA A,thai,thai_vowel_mark,TH,0.0,1.0,KeyT,KeyT,top,4.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,17,18,ั,ฉ,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyC_shift,U+0E09,THAI CHARACTER CHO CHING,thai,thai_consonant,TH,1.0,1.0,KeyC,KeyC,bottom,2.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,18,19,น,ั,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,19,20,พ,น,TH_KeyR_base,U+0E1E,THAI CHARACTER PHO PHAN,thai,thai_consonant,TH,0.0,1.0,KeyR,KeyR,top,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,5.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,20,21,ร,พ,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyR_base,U+0E1E,THAI CHARACTER PHO PHAN,thai,thai_consonant,TH,0.0,1.0,KeyR,KeyR,top,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,4.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,21,22,้,ร,TH_KeyH_base,U+0E49,THAI CHARACTER MAI THO,thai,thai_tone_mark,TH,0.0,1.0,KeyH,KeyH,home,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,22,23,อ,้,TH_KeyV_base,U+0E2D,THAI CHARACTER O ANG,thai,thai_consonant,TH,0.0,1.0,KeyV,KeyV,bottom,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyH_base,U+0E49,THAI CHARACTER MAI THO,thai,thai_tone_mark,TH,0.0,1.0,KeyH,KeyH,home,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,23,24,ม,อ,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,TH_KeyV_base,U+0E2D,THAI CHARACTER O ANG,thai,thai_consonant,TH,0.0,1.0,KeyV,KeyV,bottom,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,24,25,เ,ม,TH_KeyG_base,U+0E40,THAI CHARACTER SARA E,thai,thai_vowel_mark,TH,0.0,1.0,KeyG,KeyG,home,4.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,2.0,0.0,medium
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,25,26,ร,เ,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyG_base,U+0E40,THAI CHARACTER SARA E,thai,thai_vowel_mark,TH,0.0,1.0,KeyG,KeyG,home,4.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,26,27,ิ,ร,TH_KeyB_base,U+0E34,THAI CHARACTER SARA I,thai,thai_vowel_mark,TH,0.0,1.0,KeyB,KeyB,bottom,4.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,27,28,่,ิ,TH_KeyJ_base,U+0E48,THAI CHARACTER MAI EK,thai,thai_tone_mark,TH,0.0,1.0,KeyJ,KeyJ,home,6.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyB_base,U+0E34,THAI CHARACTER SARA I,thai,thai_vowel_mark,TH,0.0,1.0,KeyB,KeyB,bottom,4.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,28,29,ม,่,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,TH_KeyJ_base,U+0E48,THAI CHARACTER MAI EK,thai,thai_tone_mark,TH,0.0,1.0,KeyJ,KeyJ,home,6.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,1.0,0.0,low
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,29,30,ก,ม,TH_KeyD_base,U+0E01,THAI CHARACTER KO KAI,thai,thai_consonant,TH,0.0,1.0,KeyD,KeyD,home,2.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyM_base,U+0E21,THAI CHARACTER MO MA,thai,thai_consonant,TH,0.0,1.0,KeyM,KeyM,bottom,6.0,right,right,0.0,1.0,0.0,0.0,TH,2.0,2.0,1.0,1.0,deterministic_fallback_after_tie,1.0,4.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,30,31,า,ก,TH_KeyK_base,U+0E32,THAI CHARACTER SARA AA,thai,thai_vowel_mark,TH,0.0,1.0,KeyK,KeyK,home,7.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyD_base,U+0E01,THAI CHARACTER KO KAI,thai,thai_consonant,TH,0.0,1.0,KeyD,KeyD,home,2.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,5.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,31,32,ร,า,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyK_base,U+0E32,THAI CHARACTER SARA AA,thai,thai_vowel_mark,TH,0.0,1.0,KeyK,KeyK,home,7.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,1.0,0.0,low
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,32,33,ท,ร,TH_KeyN_base,U+0E17,THAI CHARACTER THO THAHAN,thai,thai_consonant,TH,0.0,1.0,KeyN,KeyN,bottom,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,33,34,ด,ท,TH_KeyF_base,U+0E14,THAI CHARACTER DO DEK,thai,thai_consonant,TH,0.0,1.0,KeyF,KeyF,home,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyN_base,U+0E17,THAI CHARACTER THO THAHAN,thai,thai_consonant,TH,0.0,1.0,KeyN,KeyN,bottom,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,34,35,ล,ด,TH_BracketRight_base,U+0E25,THAI CHARACTER LO LING,thai,thai_consonant,TH,0.0,1.0,BracketRight,BracketRight,top,11.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyF_base,U+0E14,THAI CHARACTER DO DEK,thai,thai_consonant,TH,0.0,1.0,KeyF,KeyF,home,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,8.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,35,36,อ,ล,TH_KeyV_base,U+0E2D,THAI CHARACTER O ANG,thai,thai_consonant,TH,0.0,1.0,KeyV,KeyV,bottom,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_BracketRight_base,U+0E25,THAI CHARACTER LO LING,thai,thai_consonant,TH,0.0,1.0,BracketRight,BracketRight,top,11.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,8.0,0.0,high
PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,36,37,ง,อ,TH_Quote_base,U+0E07,THAI CHARACTER NGO NGU,thai,thai_consonant,TH,0.0,1.0,Quote,Quote,home,10.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyV_base,U+0E2D,THAI CHARACTER O ANG,thai,thai_consonant,TH,0.0,1.0,KeyV,KeyV,bottom,3.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,7.0,0.0,high
P01,1,short,familiar_baseline,prompt_table,0,1,ว,,TH_Semicolon_base,U+0E27,THAI CHARACTER WO WAEN,thai,thai_consonant,TH,0.0,1.0,Semicolon,Semicolon,home,9.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01,1,short,familiar_baseline,prompt_table,1,2,ั,ว,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_Semicolon_base,U+0E27,THAI CHARACTER WO WAEN,thai,thai_consonant,TH,0.0,1.0,Semicolon,Semicolon,home,9.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,4.0,0.0,high
P01,1,short,familiar_baseline,prompt_table,2,3,น,ั,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyY_base,U+0E31,THAI CHARACTER MAI HAN-AKAT,thai,thai_vowel_mark,TH,0.0,1.0,KeyY,KeyY,top,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
P01,1,short,familiar_baseline,prompt_table,3,4,น,น,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,0.0,0.0,low
P01,1,short,familiar_baseline,prompt_table,4,5,ี,น,TH_KeyU_base,U+0E35,THAI CHARACTER SARA II,thai,thai_vowel_mark,TH,0.0,1.0,KeyU,KeyU,top,6.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyO_base,U+0E19,THAI CHARACTER NO NU,thai,thai_consonant,TH,0.0,1.0,KeyO,KeyO,top,8.0,right,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,2.0,0.0,medium
P01,1,short,familiar_baseline,prompt_table,5,6,้,ี,TH_KeyH_base,U+0E49,THAI CHARACTER MAI THO,thai,thai_tone_mark,TH,0.0,1.0,KeyH,KeyH,home,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyU_base,U+0E35,THAI CHARACTER SARA II,thai,thai_vowel_mark,TH,0.0,1.0,KeyU,KeyU,top,6.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,1.0,0.0,low
P01,1,short,familiar_baseline,prompt_table,6,7,เ,้,TH_KeyG_base,U+0E40,THAI CHARACTER SARA E,thai,thai_vowel_mark,TH,0.0,1.0,KeyG,KeyG,home,4.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyH_base,U+0E49,THAI CHARACTER MAI THO,thai,thai_tone_mark,TH,0.0,1.0,KeyH,KeyH,home,5.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,1.0,0.0,low
P01,1,short,familiar_baseline,prompt_table,7,8,ร,เ,TH_KeyI_base,U+0E23,THAI CHARACTER RO RUA,thai,thai_consonant,TH,0.0,1.0,KeyI,KeyI,top,7.0,center,right,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,TH_KeyG_base,U+0E40,THAI CHARACTER SARA E,thai,thai_vowel_mark,TH,0.0,1.0,KeyG,KeyG,home,4.0,left,left,0.0,1.0,0.0,0.0,TH,1.0,1.0,0.0,0.0,unique,0.0,3.0,0.0,high
